9/9/2021 18:57,14006041,CHEM 103,Emily Dixon,I hope to gain a better understanding for the topic to be prepared for the assessments. Currently I am not doing well in biology however in chemistry I am doing well but I thought a tutor would be helpful when it becomes more difficult.,Fall 2021
9/10/2021 0:59,14006569,CS140,Choong-Soo Lee,I hope to get some help on homework (mostly in CS140). I just want someone who is chill but can help me go over the work to make sure I know how to do it myself.,Fall 2021
9/10/2021 0:59,14006569,MATH 135,Patti Lock,I hope to get some help on homework (mostly in CS140). I just want someone who is chill but can help me go over the work to make sure I know how to do it myself.,Fall 2021
9/10/2021 7:32,14006612,BIOL 101,Alice tarun,I just fell really lost in this class and need help,Fall 2021
9/10/2021 16:50,14006183,CHEM 103,Glazier,I like to meet a lot ,Fall 2021
9/12/2021 11:20,14005547,MATH 280,Duncan Melville,"I pay very close attention in the lectures but when I get to the homework, I have no idea how to do it.",Fall 2021
9/12/2021 14:45,14005510,CS 256,Kevin Angstadt,I would like to have more clarity on concepts that I learn in class.,Fall 2021
9/13/2021 7:16,14005547,PHYS 151,Massooma Pirbhai,My problem with the class is that Dr. Pirbhai talks fast and moves through material fast and I cannot keep up or understand and I oftentimes need help figuring out equations to use on the homework problems.,Fall 2021
9/13/2021 7:22,14004583,PHYS 103,Dr. Jahncke ,working through practice problems to better understand material ,Fall 2021
9/13/2021 10:50,14005631,CHEM 221,Tartakoff,Better and deeper understanding of course material ,Fall 2021
9/13/2021 10:50,14005631,PHYS 103,Jahncke,Better and deeper understanding of course material ,Fall 2021
9/13/2021 13:37,14005257,PHYS 103,Cathrine Jahncke,to go over the questions help me to understand each unit. ,Fall 2021
9/13/2021 13:54,14004819,MATH 235,Dr. Michael Schuckers,I had covid and had to basically start off the semester remotely which has left me feeling very behind and overwhelmed. I am just looking for someone to help me with getting back on track.,Fall 2021
9/13/2021 16:25,14006224,PHYS 103,Christian Armendariz-Picon,I am struggling with completing my homework. I feel as though what we are learning in class is not totally related to the homework problems. I want a tutor to help me understand what I am missing and not getting out of class. ,Fall 2021
9/13/2021 20:23,14005626,ECON 251,Alison Del Rossi,"I hope to gain a stronger grasp of the math within the subject. I have always struggled with math, yet with help I believe I will be able to get a solid understanding of the subject as a whole.",Fall 2021
9/13/2021 20:55,14004633,ACC 203,Wayne McVeigh,"I'm hoping to have help explaining the concepts of accounting and their interactions, as well as how to properly fill out and use the various sheets we cover.",Fall 2021
9/14/2021 7:23,14004429,MATH 217,Maegan Bos,,Fall 2021
9/14/2021 8:54,14004707,MATH 325,Schuckers,I would like to be comfortable with the material and also understand it. Thank you!,Fall 2021
9/14/2021 9:26,14005529,CHEM 222,Tartakoff,Is there any way I can have Keelin. I would like to develop a greater understanding of the material. I have a general understanding of the topics but I need more explanation and guidance.,Fall 2021
9/14/2021 10:47,14003562,ACC 201-01,Wayne McVeigh,better understanding of material,Fall 2021
9/14/2021 12:35,14004814,CS 219,Choong-Soo Lee,"I am more of a visual learner, I just got back on campus from having covid and feel a little bit behind in the class",Fall 2021
9/14/2021 13:14,14005717,FR 101,Joan Trivilino,Better with pronunciation.  ,Fall 2021
9/14/2021 15:31,14005713,CS 219,Professor Lee,I want to get a better understanding with what I am learning and to get help with the weekly assignments and possibly study help for the exam,Fall 2021
9/14/2021 17:51,14005502,CHEM 222,Samual Tartakoff,I am struggling on the exams and understanding some concepts,Fall 2021
9/14/2021 19:27,14006721,CHIN 103,Professor Zhang,I would like someone to practice with and go over class materials ,Fall 2021
9/15/2021 6:29,14005571,FR 103,Dr. Eloise Brezault,"Goals: learn to conjugate for French, practice pronunciation for CHIN , and catch up in Econ.",Fall 2021
9/15/2021 6:29,14005571,CHIN 103,Dr. Zhenjun Zhang,"Goals: learn to conjugate for French, practice pronunciation for CHIN , and catch up in Econ.",Fall 2021
9/15/2021 6:29,14005571,ECON 251,Dr. Thea How Choon,"Goals: learn to conjugate for French, practice pronunciation for CHIN , and catch up in Econ.",Fall 2021
9/15/2021 13:17,14006469,CHEM 103,Professor Adam Hill ,To be more prepared for tests and quizzes as well as to have a more solid understanding of the course material. ,Fall 2021
9/15/2021 16:19,14006319,CHEM 103,Dr Dixon ,I would like someone who can help me consolidate my learning and help me out with my questions about 1x per week if possible. :),Fall 2021
9/15/2021 17:15,14005423,PHYS 151,Cristian Armendariz-Picon,I hope to learn better ways to approach problems and how to apply what I read in the textbook to solving problems. ,Fall 2021
9/15/2021 18:10,14005526,CHEM 222,dr. Tartakoff,need help with learning new concepts,Fall 2021
9/15/2021 18:12,14005526,NRSCI 288 ,dr. estevez,help with studying ,Fall 2021
9/15/2021 18:43,14005235,PHIL 202,Hughes,I want to review the reading and do the exercises with someone,Fall 2021
9/15/2021 20:48,14005502,NRSCI 288,Ana Estevez and Joe Erlichman,I would just like to have help studying,Fall 2021
9/15/2021 21:32,14006380,PHYS 151,Cristian Armendariz-Picon,Understand the concepts better and get help on my homework.,Fall 2021
9/16/2021 7:48,14003496,MATH217,Bos ,,Fall 2021
9/16/2021 9:12,14006660,BIOL 101,Professor Alice Tarun,,Fall 2021
9/16/2021 9:25,14006469,BIOL 101,Professor Tarun ,Better quiz taking strategies and an overall more solid understanding of the material ,Fall 2021
9/16/2021 10:58,14005235,ECON 252,Chezum,"Review of chapter, Homework help",Fall 2021
9/16/2021 18:27,14005704,NRSCI 288,Ana Estevez and Joe Erlichmen,review of the topics before taking the quiz every other week.,Fall 2021
9/16/2021 18:44,14005458,PHYS 151,Cristian Armendariz-Picon,I am understanding basic concepts but having trouble applying them to problem solving and figuring out where to begin. I think I would benefit from some one on one help to get the method of problem solving down.,Fall 2021
9/17/2021 9:24,14006639,GOVT 108,Roonie olesker,Better approach and understanding ,Fall 2021
9/17/2021 12:41,14004717,PHYS 317 ,Dr. Aileen O'Donoghue,To gain better problem solving strategies,Fall 2021
9/17/2021 12:47,14004717,MATH 217,Dr. Maegan Bos,Understand MATH 217 concepts better ,Fall 2021
9/17/2021 15:22,14005659,CHEM 103,Dixon ,"Initially, catching up alter missing classes from being sick, also to practice questions that would be on tests and quizzes. ",Fall 2021
9/17/2021 15:52,14006452,BIOL 101,Alice Tarun,"I need help learning how to study, time management, and when to skim or extensively learn. ",Fall 2021
9/18/2021 12:36,14006252,CHIN 101,"zhenjun,zhang",I hope to become more proficient in the oral comprehension of mandarin  ,Fall 2021
9/18/2021 14:23,14005205,CHEM 222,Dr. Tartakoff ,Better understanding of material and study help. If possible can I have Amelia Pape as my tutor?,Fall 2021
9/18/2021 20:03,14006030,BIOL 101,Alice Tarun,go over slides and help me with answering question as well as better biology studying skills.,Fall 2021
9/19/2021 15:22,14005788,CHEM 222,Dr. Tartakoff,"Study Skills, General Understanding of Material",Fall 2021
9/19/2021 20:26,14004807,NRSCI 288,"Dr. Erlichman, Dr. Estevez",'- improvement on biweekly quizzes,Fall 2021
9/19/2021 20:47,14004494,PHYS 151 ,,Modeling problems ,Fall 2021
9/20/2021 7:30,14005305,STAT 113,Prof. chapmen,I feel extremely left behind because of my recent covid quarantine so Im hoping to get caught up and then keep that momentum going ,Fall 2021
9/20/2021 8:48,14005462,NRSCI 288,Ana Estevez & Joe Erlichman,"Learn how to study better, gain confidence in the class.",Fall 2021
9/20/2021 10:58,14005343,ECON 251,Dr. Del Rossi,"I hope to find better ways to study, as well as just achieve a better grade in the class.",Fall 2021
9/20/2021 20:27,14005585,CHEM 221,Samuel Tartakoff,I would like to get a deeper understanding of concepts and better preformance on quizzes/exams. ,Fall 2021
9/20/2021 20:27,14005585,PHYS 103,Catherine Jahncke,,
9/21/2021 10:22,14005443,CHEM 222,Dr. Tartakoff,,Fall 2021
9/21/2021 17:44,14006472,BIOL 101,Dr. Turan,"knowledge of how to take notes, study for quizzes and exams, hands on and slow so I can understand the concept.",Fall 2021
9/21/2021 17:44,14006472,ECON 100,Dr. Bansak,"knowledge of how to take notes, study for quizzes and exams, hands on and slow so I can understand the concept.",Fall 2021
9/21/2021 21:59,14005685,MATH 205,Rebecca terry,one on one tutoring is how i learn best,Fall 2021
9/22/2021 12:06,14006466,BIOL 101,Dr. Skeels,I hope to be able to learn study techniques and to be able to go over things that I did not understand in class ,Fall 2021
9/22/2021 12:06,14006466,CHEM 103,Dr. Alice Tauran ,I hope to be able to learn study techniques and to be able to go over things that I did not understand in class ,Fall 2021
9/22/2021 12:41,14006156,MATH 135,Patti Lock,I would like to prepare for an exam I have on Monday 9/27.,Fall 2021
9/22/2021 15:18,14005360,MATH 280,Professor Melville,Reiteration of concepts taught in class. I often need more practice or deeper explanation to understand concepts from class. ,Fall 2021
9/22/2021 18:53,14006465,BIOL 101,"Alice Tarun, Claire Burkum",To maintain good grades with less stress,Fall 2021
9/23/2021 6:34,14006184,BIOL 101,Alice Tarun,I hope to gain better study skills and a better knowledge of the material. ,Fall 2021
9/23/2021 6:55,14006184,BIOL 101,Alice Tarun,Better study skills and a better knowledge of the material,Fall 2021
9/23/2021 9:43,14006552,BIOL 101,Alice Tarun,I received three bad grades (around 70/75%) on the first three quizzes. I have the exam on Monday. So I probably won’t get tutoring before then. But I would like to start getting better grades on the quizzes and assignments. And also go help with bio lab. And help going over practice problems. ,Fall 2021
9/23/2021 11:37,14006600,CHEM 103 ,Emily Dixon,to succeed in the class ,Fall 2021
9/23/2021 12:52,14006370,CHEM 103,Emily Dixon,A better understanding of the material. ,Fall 2021
9/24/2021 13:45,14005250,MATH 135,Patty Lock,I have never taken calculus before and I really need to improve my grade in the class. ,Fall 2021
9/24/2021 15:07,14006223,PHYS 151,Cristian Armendariz-Picon,"To get a better understanding of textbook material, and to go through processes of how to solve problems, I am a visual learner and easy to work with, willing to put in time to make sure I understand all material.",Fall 2021
9/24/2021 15:39,14004718,STAT 213,Robert Locke,Want a better understandng for both classes and I work a lot better with examples and practice problems,Fall 2021
9/24/2021 15:39,14004718,BIOL 231,Lorraine Olendzenski,Want a better understandng for both classes and I work a lot better with examples and practice problems,Fall 2021
9/25/2021 14:58,14006083,SPAN 201,Rafael Castillo Bejarano,I need help understanding the grammar side of Spanish and for someone to explain it to me in a way that I can understand it/ is organized. I would like to take notes. ,Fall 2021
9/26/2021 17:30,14005502,MATH 136,Megan Bos,I fell behind when I got covid and I just wanted some help understanding some of the material!,Fall 2021
9/26/2021 18:38,14006138,ECON 100,Gasper Sekelj,I hope that I can gain better of an understanding of some parts in the class ECON 100. Also how I could study better and take better notes while in class. I am a very adaptable learner and try my hardest on all academics. I have been slipping in this class a lot in the past month though.,Fall 2021
9/26/2021 20:05,14006645,SOC 101,Yesim Bayar ,Gain a better understanding of the material and prepare for exams. I learn more from discussions than reading. ,Fall 2021
9/26/2021 21:53,14005897,BIOL 101,Alice Tarun,Help understaning material. ,Fall 2021
9/27/2021 6:08,14005769,ECON 252 ,Shuwei Zhang,"Better understand the material, exam prep",Fall 2021
9/27/2021 8:45,14005632,BIOL 101,alice tarun,I hope to get help in understanding concepts more deeply so I can apply them in situations or questions provided in quizzes and exam. I like to use flashcards to study and my goal is to get at least a 3.0 in this course.  ,Fall 2021
9/27/2021 9:52,14003496,STAT 213,Robin Lock,I learn best by watching.,Fall 2021
9/27/2021 9:56,14006229,BIOL 101,"Alice Tarun, Ph.D.",I want to have a better understanding of the concepts and better tips on how to study,Fall 2021
9/27/2021 13:11,14004958,CHEM 222,Samuel Tartakoff,I need help in my grades. I understand the topics at hand but I am still having trouble. I am dyslexic and that adds to my struggle but im a hard working and just needs more help. thank you,Fall 2021
9/27/2021 13:11,14004958,PHYS 103 ,Catherine Jahncke,I need help in my grades. I understand the topics at hand but I am still having trouble. I am dyslexic and that adds to my struggle but im a hard working and just needs more help. thank you,Fall 2021
9/27/2021 14:38,14004288,ACC 203,Wayne McVeigh,To gain a better understanding of the material and concepts ,Fall 2021
9/27/2021 15:31,14006504,ECON 100,"Sekelj, G",Just a better understanding. I can not understand the work because it is all on the textbook out of class. ,Fall 2021
9/27/2021 20:03,14003425,ECON 305,Dr. Brian Chezum ,I want to understand price discrimination and apply it to practice problems. ,Fall 2021
9/28/2021 7:38,14004806,ECON 252,Brian Chezum,,Fall 2021
9/28/2021 8:20,14006124,CS 140 ,Dr. Choong-Soo Lee,More information on animation for python ,Fall 2021
9/28/2021 11:49,14005194,MATH 135,Sean LaPlante,A better understanding of the class,Fall 2021
9/28/2021 12:51,14004377,PCA 250,Jen Thomas & Sarah Beck,"I just wanted to see if there were tutors for this type of course, because I am really struggling to apply my understanding of the concepts in a way that can reflect a reasonable grade. ",Fall 2021
9/28/2021 16:19,14005622,ACC 203,Wayne McVeigh,I want to have a better understanding of the basics of accounting. ,Fall 2021
9/28/2021 19:42,14006286,ECON 100,Jenkins,a better understanding of the concepts ,Fall 2021
9/28/2021 21:28,14004489,ECON 252 ,Chezum ,I feel like I have an understanding of the material in class but i struggle t complete homework and prepare for exams,Fall 2021
9/29/2021 8:22,14004707,CHIN 101,Zhang,A better understanding of the material.,Fall 2021
9/29/2021 12:08,14005353,CS 219,Choong-Soo Lee,Getting a better understanding of some of the concepts in class as well as help completing programs. ,Fall 2021
9/29/2021 15:09,14004692,ACC 203,McVeigh,"I would love a tutor for reviews before test. As for learning style, I do better being given problems and trying to solve them",Fall 2021
9/29/2021 16:18,14004320,PCA 250,Jen Thomas and Sarah Beck,I’d like help grasping the concepts and writing my project proposals,Fall 2021
9/29/2021 18:11,14006332,CHEM 103,oldacre,how to study better,Fall 2021
9/29/2021 18:11,14006332,PSYC 101,Mills-smith,how to study better,Fall 2021
9/30/2021 9:15,14005380,SPAN 101,Javier Munoz-Diaz,"I need an introductory level crash-course on Spanish. I've never taken a Spanish class before and am finding it difficult to keep-up in my class - as most of my classmates have taken multiple years of Spanish before. Overall, I need someone to explain the reasons for grammatical structures and how to form sentences correctly. ",Fall 2021
9/30/2021 11:46,14005662,CS 219,Choong-Soo Lee,"I need help understanding the base knowledge and writing Java. I tend to be a visual learner. My professor, does not do a great job of going into depth, and when I meet one on one its like he is trying to directly avoid telling me exactly what I need to do. As result, I feel like I am getting more and more confused.",Fall 2021
9/30/2021 21:44,14006135,MATH 205,Terry,Learning style plus review,Fall 2021
10/2/2021 13:30,14004861,CS 140 ,Lisa Torrey,I would like to have a better understanding of the material I am learning.,Fall 2021
10/2/2021 19:26,14006313,CHEM 103,Dr. Glazier,I’m hoping to fill in the missing pieces of what we’ve learned so far and gain more confidence in the class. ,Fall 2021
10/2/2021 20:40,14005411,STAT 113,Ivan Ramler,I hope to learn what I may have missed in class or had trouble on during class. ,Fall 2021
10/2/2021 20:40,14005411,ECON 100 ,Emre Balikci,I hope to learn what I may have missed in class or had trouble on during class. ,Fall 2021
10/3/2021 11:10,14004650,ITAL  103,Marcella Salvi,I would like to practice speaking and working on verb tenses. I'm hoping to become more fluent in the language!,Fall 2021
10/3/2021 11:27,14004650,ANTH 102,Wendi Haugh,To help study and understand the material,Fall 2021
10/3/2021 17:26,14004717,GEOL 203,Jeff chiarenzelli,Understand mineral properties better,Fall 2021
10/4/2021 1:00,14003484,MUS 101,Barbara Phillips ,I would like to not fail this class and understand what is going on in it. ,Fall 2021
10/4/2021 8:16,14004359,STAT 213,Robin Lock,Help me better grasp the concepts and using rstudios. ,Fall 2021
10/4/2021 10:04,14005651,PHYS 151 ,Cristian Armendariz-Picon,Better understand of concepts and how to apply them.,Fall 2021
10/4/2021 10:10,14006553,CHEM 103,Dixon,"Understand the material, figure out why I can't successfully solve some problems.",Fall 2021
10/4/2021 10:10,14005515,PHYS 151,Cristian Armendariz-Picon,I really just need to understand this material and pass the class,Fall 2021
10/4/2021 10:50,14005490,CHEM 222,Dr. Tartakoff,"I need help understanding some concepts. I know that some of my friends are in a tutor group for this class, and would love to join if possible. ",Fall 2021
10/4/2021 20:54,14006233,MUS 200,Insil Yoo,Better understanding of the material. I am simply not comprehending the information therefore my test taking in this class is suffering. ,Fall 2021
10/5/2021 18:50,14006603,MATH 135,Professor Patti Lock,my goal is a 3.0 or above,Fall 2021
10/5/2021 18:54,14006603,PHYS 151,Professor Massooma Pirbhai,Get a 3.0 or above,Fall 2021
10/5/2021 22:20,14005701,ECON 251 ,Allison Del Rossi,Gain a better understanding of microeconomic concepts,Fall 2021
10/5/2021 23:19,14005717,PSYCH 101,Dr.Crosby,Catch up and get a better understanding,Fall 2021
10/6/2021 7:15,14005405,NRSCI 288,Ana Estevez and Joe Erlichman,I am not doing well. So I am hoping I can turn that around fast. I want to gain new studying techniques for this class. ,Fall 2021
10/6/2021 8:46,14005233,ECON 252 ,shuwci Zhang ,To understand the material in class I find myself being very lost with the math equation ,Fall 2021
10/6/2021 12:34,14004517,PHYS 151 ,Christian picon,I hope to catch up on all my work because I have become behind on a lot of it.,Fall 2021
10/6/2021 12:34,14004517,MATH 203,Rebecca terry ,I hope to catch up on all my work because I have become behind on a lot of it.,Fall 2021
10/6/2021 14:11,14006255,SPAN 101,Javier Muñoz-Díaz,I need help on basic Spanish. Im in a basic Spanish class and he is moving so quickly. I really know nothing.,Fall 2021
10/6/2021 15:34,14005597,ECON 251 ,Alison del Rossi,Help understanding my assignments and the content. ,Fall 2021
10/6/2021 17:55,14005224,PHYS 151,Cristian Armendariz-Picon,Help with going over problems and talking through the material with someone.,Fall 2021
10/7/2021 9:47,14005664,ECON 252,Brian Chezum,"I have a test on Tuesday and I want a better understanding on short term ECON 252. I have a test that I got back that would help me review, and I would like some other practice problems.",Fall 2021
10/7/2021 12:40,14006065,BIOL 101,Alice Tarun,I need help studying and understanding material ,Fall 2021
10/7/2021 13:38,14006055,GOVT 108 ,Ahmadzai ,Study more efficiently,Fall 2021
10/7/2021 19:53,14005587,FR 103,Prof. Brezault,I would like help with my spelling and pronunciations. Also with conjugations and understanding of the language.  ,Fall 2021
10/8/2021 8:44,14005847,ECON 252,Dr. Shuwei (Jolly) Zhang,"I'm not sure. There isn't really anything crazy for homework assignments, so I wouldn't really have homework questions to ask my tutor. (except before an exam we get a longer homework assignment to complete and use to study) I guess it's more of wanting help with studying and retaining the material. (especially for exams)",Fall 2021
10/10/2021 14:31,14006205,MATH 135,sean leplante ,I am hoping to refresh my memory on the basics of calculus and pass my upcoming tests.,Fall 2021
10/10/2021 19:31,14005686,CHEM 103,Hill,Need help learning about to study and retain info ,Fall 2021
10/11/2021 8:23,14003128,ACC 203,Wayne McVeigh,"I am just really having a hard time in this class. I didn’t know how to get a tutor until now, but I just need help.",Fall 2021
10/11/2021 15:50,14006264,CS 140,Lisa Torrey,I'm having issues with the homework and understanding the coding.,Fall 2021
